"","dmso_cd11b","dmso_gfp","hu_cd11b","hu_gfp","aph_cd11b","aph_gfp","e2_cd11b","e2_gfp","ha_cd11b","ha_gfp","ha_mean_cd11b","ha_mean_gfp","dmso_viab","is_hit"
"Fat3",-0.0080727,0.11217,0.13058,0.031057,0.15496,0.11507,-0.10571,0.098785,0.1551,0.061143,0.14277,0.0730635,0.10962,"Not hit"
"1700067K01Rik",0.053254,-0.062502,0.19876,0.029924,-0.18891,0.08169,0.20894,0.03197,-0.080613,0.03984,0.004925,0.055807,0.011542,"Not hit"
"Slc35a5",-0.24927,0.087302,0.31747,0.050443,0.23567,0.25508,0.15283,0.11921,0.27865,0.15598,0.27657,0.1527615,-0.065226,"Not hit"
"Prdx6b",-0.26859,-0.091867,0.15975,0.19341,0.13994,-0.056009,-0.08305,0.14673,0.1395,0.11634,0.149845,0.0687005,-0.075568,"Not hit"
"Szt2",-0.24758,0.023597,-0.17619,-0.13884,-0.16521,-0.068108,0.1998,-0.063602,-0.16791,-0.068699,-0.1707,-0.103474,-0.36907,"Not hit"
"Olfr357",-0.030071,0.20553,-0.061567,0.17578,0.11354,-0.20251,-0.079469,0.27459,0.042309,-0.0087025,0.0259865,-0.013365,-0.13104,"Not hit"
"BB287469",-0.13499,-0.026055,0.17632,-0.008562,-0.069664,-0.16475,-0.0089622,-0.0057113,0.0039387,-0.048462,0.053328,-0.086656,-0.13254,"Not hit"
"Cpeb3",-0.15701,-0.17392,-0.055273,-0.14356,0.14739,0.084911,0.21992,0.15221,0.083178,-0.027411,0.0460585,-0.0293245,-0.0079069,"Not hit"
"Zbtb38",0.015433,-0.046527,-0.032433,-0.095004,-0.033663,0.0053964,-0.026041,-0.22892,-0.029862,-0.06731,-0.033048,-0.0448038,0.016203,"Not hit"
"Ces1a",0.11308,-0.079009,0.020243,0.044272,0.055134,0.20254,0.22442,-0.21593,0.042985,0.13405,0.0376885,0.123406,0.029749,"Not hit"
"Cdkn1c",0.056808,-0.04882,-0.11916,-0.065996,0.37613,-0.035428,0.0093989,-0.049814,0.09368,-0.035704,0.128485,-0.050712,0.00053966,"Not hit"
"Slc35b2",-0.19748,-0.13713,0.23131,-0.10107,0.20346,-0.14723,0.56187,0.039476,0.23287,-0.14748,0.217385,-0.12415,-0.12072,"Not hit"
"Trp73",-0.14004,-0.10155,-0.25525,0.18787,0.030223,0.14392,0.15073,0.16107,-0.14193,0.16914,-0.1125135,0.165895,-0.016424,"Not hit"
"Hist1h2ah",-0.080833,0.21715,0.32865,-0.051608,0.0061081,-0.26243,-0.26569,0.19972,0.04238,-0.12377,0.16737905,-0.157019,-0.042767,"Not hit"
"4931417E11Rik",-0.066356,-0.054545,0.07618,0.14477,-0.044517,0.056354,0.14989,0.096159,0.0085887,0.06769,0.0158315,0.100562,0.25716,"Not hit"
"Alad",-0.16471,-0.77504,-0.36631,-0.40249,-0.70664,-0.43429,-0.58689,-1.1038,-0.37458,-0.43452,-0.536475,-0.41839,-0.84493,"Not hit"
"Wdr89",0.092975,-0.077347,-0.032002,0.24271,0.2751,-0.26657,0.11237,-0.031321,0.1563,-0.13058,0.121549,-0.01193,-0.0048035,"Not hit"
"Apol7c",-0.24051,0.19449,0.086458,0.065233,0.1032,-0.073089,0.26011,-0.066191,0.087964,0.033977,0.094829,-0.003928,-0.0982,"Not hit"
"Cetn3",-0.040129,-0.25621,-0.1715,0.15764,0.22696,-0.020061,-0.11637,0.2286,-0.062334,0.1301,0.02773,0.0687895,0.05524,"Not hit"
"Wbscr28",0.02168,-0.21778,0.041009,-0.22833,0.069288,-0.046599,-0.11783,-0.029233,0.042422,-0.22901,0.0551485,-0.1374645,0.00029757,"Not hit"
"Topaz1",-0.25448,-0.064539,-0.32097,-0.0076128,-0.4441,-0.14691,-0.44259,-0.081393,-0.41012,-0.064249,-0.382535,-0.0772614,-0.04692,"Not hit"
"Crisp2",-0.023192,-0.20133,-0.04391,-0.069081,0.086065,-0.094771,-0.30003,-0.04773,-0.016757,-0.077001,0.0210775,-0.081926,0.24108,"Not hit"
"Rbck1",-0.37107,-0.14118,-0.72259,-0.75694,-0.35949,-0.067472,-0.81683,-0.20501,-0.44242,-0.47517,-0.54104,-0.412206,-0.072223,"Not hit"
"Rab31",-0.18186,-0.095053,0.0015276,-0.15522,-0.10305,-0.053014,0.28384,0.15325,-0.016708,-0.15637,-0.0507612,-0.104117,0.1923,"Not hit"
"Hnf4a",-0.12384,0.071007,-0.012561,-0.23686,-0.0012035,-0.075957,-0.030342,-0.3802,-0.0016118,-0.17794,-0.00688225,-0.1564085,0.11737,"Not hit"
"1700123K08Rik",-0.070525,0.052166,-0.22581,-0.027343,-0.32535,0.099561,0.054198,-0.14952,-0.25252,0.066502,-0.27558,0.036109,0.32346,"Not hit"
"Syce3",0.13359,-0.24805,0.020491,0.1504,-0.43648,-0.29669,-0.031696,-0.051949,-0.15649,0.056205,-0.2079945,-0.073145,-0.0049133,"Not hit"
"Serpinb3d",-0.15382,-0.061457,-0.10654,-0.20345,0.089183,0.05459,0.15073,0.13055,0.023232,-0.04136,-0.0086785,-0.07443,-0.30437,"Not hit"
"Myh10",0.032698,-0.11181,-0.57644,-0.23416,-0.023283,0.057904,-0.26459,0.40671,-0.28587,-0.076821,-0.2998615,-0.088128,0.077413,"Not hit"
"Nlrp3",-0.082698,0.14806,0.01491,0.04359,0.034463,-0.078624,-0.068962,0.072219,0.022637,-0.051663,0.0246865,-0.017517,0.0015182,"Not hit"
"Znf512b",-0.1674,0.2505,-0.070677,-0.14102,-0.23885,-0.012161,-0.14683,-0.034223,-0.16289,-0.11946,-0.1547635,-0.0765905,0.13649,"Not hit"
"Doxl2",-0.014905,0.013563,0.087479,0.15068,0.072628,-0.08718,0.30542,0.20875,0.088983,-0.017473,0.0800535,0.03175,0.32913,"Not hit"
"Olfml2a",-0.22059,-0.11696,-0.10182,0.14293,-0.21403,-0.097921,0.074579,0.16811,-0.17391,0.047805,-0.157925,0.0225045,0.12554,"Not hit"
"Emc2",-0.60498,-0.018969,-1.8475,-0.31908,-1.2847,-0.50095,-0.95131,-2.6329,-1.5804,-0.32289,-1.5661,-0.410015,-1.1277,"Not hit"
"Gm4952",-0.28243,0.026361,-0.17345,0.2792,0.010328,-0.07241,0.1979,0.12371,-0.10424,0.18932,-0.081561,0.103395,0.14708,"Not hit"
"Fndc7",0.11138,-0.037508,0.27721,0.096101,-0.036542,0.013921,0.00024599,-0.24144,0.07338,0.042638,0.120334,0.055011,0.10185,"Not hit"
"Gm10639",0.10174,0.016693,-0.057239,0.13563,0.14688,-0.044577,-0.0098131,0.13595,0.040997,0.080421,0.0448205,0.0455265,0.0081307,"Not hit"
"Notum",-0.18561,-0.24243,0.15858,0.043783,0.045638,-0.07646,0.01906,0.39233,0.044646,-0.076834,0.102109,-0.0163385,-0.097659,"Not hit"
"Batf2",-0.071966,0.12354,0.012322,0.0046929,0.086448,0.30801,0.067418,0.18504,0.013806,0.072269,0.049385,0.15635145,-0.067969,"Not hit"
"Ern2",-0.10013,-0.065143,0.14967,0.27342,-0.1637,0.2269,-0.12098,0.16091,0.10102,0.24704,-0.00701500000000001,0.25016,-0.094024,"Not hit"
"Gpsm2",0.20186,-0.11743,0.29519,0.25091,0.39233,0.20616,0.0663,0.37443,0.34162,0.22469,0.34376,0.228535,-0.041538,"Not hit"
"Slc22a1",-0.20585,-0.24523,-0.074674,0.10619,0.014704,-0.057295,0.083782,0.038092,0.00415,0.034752,-0.029985,0.0244475,-0.2623,"Not hit"
"Rtn4",-0.22175,-0.14954,-0.25581,-0.054225,-0.31268,-0.013395,-0.16979,0.024374,-0.2754,-0.025609,-0.284245,-0.03381,0.031664,"Not hit"
"Ins2",-0.078482,-0.054581,0.0022663,0.14909,0.18722,0.0043798,0.047623,-0.1053,0.14243,0.060917,0.09474315,0.0767349,0.11226,"Not hit"
"Clec12b",0.17143,-0.054497,0.18347,0.083952,0.085695,0.23847,-0.071448,-0.085259,0.10078,0.14053,0.1345825,0.161211,0.050287,"Not hit"
"Ccl9",-0.31551,-0.19337,-0.15651,-0.06954,-0.26754,-0.071111,-0.17223,-0.16408,-0.17241,-0.069723,-0.212025,-0.0703255,0.017289,"Not hit"
"Cuzd1",-0.15418,-0.11635,-0.047313,-0.24422,-0.02508,-0.078174,-0.071451,0.01418,-0.025479,-0.16582,-0.0361965,-0.161197,0.082132,"Not hit"
"Xpo4",-0.14971,-0.17558,-0.067653,-0.38652,-0.19366,-0.18101,-0.15959,-0.10751,-0.15942,-0.21946,-0.1306565,-0.283765,0.029089,"Not hit"
"Phka1",-0.22083,0.072727,-0.33494,0.23055,-0.062514,-0.092633,-0.63359,-0.17464,-0.12862,0.056988,-0.198727,0.0689585,-0.086829,"Not hit"
"Mybphl",-0.28784,-0.17441,-0.026874,-0.1169,0.040036,0.005314,0.3252,0.16477,0.0067513,-0.058744,0.006581,-0.055793,0.088084,"Not hit"
"Cpne9",-0.22213,-0.094736,-0.063701,-0.12626,-0.06895,-0.45898,-0.12884,-0.19456,-0.061138,-0.23911,-0.0663255,-0.29262,-0.14287,"Not hit"
"Fbxw18",-0.18066,-0.21395,-0.07027,-0.13118,0.055534,-0.071682,0.16214,0.19614,-0.0049122,-0.11888,-0.007368,-0.101431,-0.12457,"Not hit"
"Zfp944",-0.13941,0.011996,0.024662,0.0040167,-0.2003,-0.11427,-0.41091,0.011393,-0.023519,-0.044999,-0.087819,-0.05512665,-0.14716,"Not hit"
"Espl1",-0.70809,-0.083839,-0.63422,-1.3564,-0.3122,-0.039122,-1.4199,-0.79591,-0.3259,-0.33728,-0.47321,-0.697761,-0.26852,"Not hit"
"Alg11",-0.97731,-1.7574,-0.593,-0.28204,0.1361,-1.1119,-0.98651,-1.1925,0.13584,-0.691,-0.22845,-0.69697,-1.3933,"Not hit"
"Mmp24",-0.19331,-0.052056,0.17827,-0.031669,-0.16268,-0.15913,-0.27829,0.035519,0.11204,-0.15214,0.00779500000000001,-0.0953995,-0.18844,"Not hit"
"Cenpa",-0.64185,0.16777,-0.78553,-0.52754,-0.3098,0.56308,-0.4013,-0.97119,-0.52494,-0.13521,-0.547665,0.01777,-2.1311,"GFP hit only"
"Pla2r1",0.089262,-0.25044,0.030021,0.16635,-0.11528,-0.22733,0.3015,-0.12791,-0.0036367,0.035561,-0.0426295,-0.03049,-0.12754,"Not hit"
"Krtap19-5",-0.2058,-0.13663,-0.0038067,-0.078305,0.10416,-0.11865,0.3388,0.0043627,0.020614,-0.11907,0.05017665,-0.0984775,0.11715,"Not hit"
"Prss46",0.016215,0.049585,0.028585,0.32274,-0.089507,0.0063263,0.21705,-0.034625,-0.056186,0.13274,-0.030461,0.16453315,-0.14152,"Not hit"
"Fcho2",-0.26307,-0.18601,0.64514,0.134,0.52809,-0.025383,0.28213,0.034709,0.5346,0.067643,0.586615,0.0543085,-0.08426,"Not hit"
"Cdr2",-0.10595,-0.024687,-0.021568,-0.25068,0.047877,0.090776,0.24407,-0.015083,0.029587,-0.047412,0.0131545,-0.079952,0.1346,"Not hit"
"Ide",-0.061174,-0.20309,0.18761,0.33123,0.16871,-0.22795,0.09537,0.10369,0.16837,0.14713,0.17816,0.05164,0.048651,"Not hit"
"Stx2",-0.24814,0.08561,-0.38995,-0.20119,-0.13064,-0.20572,-0.36502,-0.2102,-0.32788,-0.20612,-0.260295,-0.203455,-0.17214,"Not hit"
"Net1",-0.13465,0.05884,0.10878,-0.025658,0.19245,0.25807,-0.062885,-0.0028948,0.11137,0.075944,0.150615,0.116206,-0.089724,"Not hit"
"Catsper1",-0.097077,-0.13258,-0.15611,0.044489,0.041279,0.012241,-0.34896,-0.25828,-0.09658,0.021529,-0.0574155,0.028365,0.049081,"Not hit"
"Armcx1",-0.24602,0.12813,0.06747,0.041786,0.013898,0.042503,0.18366,0.13583,0.06897,0.041609,0.040684,0.0421445,-0.083161,"Not hit"
"Apba2",-0.074127,0.05459,-0.045301,-0.019841,0.06642,-0.059402,-0.13625,-0.00018452,0.066005,-0.046759,0.0105595,-0.0396215,-0.14849,"Not hit"
"Impad1",-0.1303,-0.11293,0.55939,0.040498,0.33612,-0.15617,0.20513,-0.003435,0.42099,-0.074712,0.447755,-0.057836,-0.14167,"Not hit"
"Nme1",-0.095949,0.12659,0.029925,0.035835,0.097826,0.011005,0.062765,0.085766,0.059822,0.024589,0.0638755,0.02342,-0.054913,"Not hit"
"Asic1",0.24691,0.080677,-0.23397,-0.034297,-0.053394,-0.1325,0.121,0.031573,-0.068,-0.055464,-0.143682,-0.0833985,-0.064538,"Not hit"
"Pip5k1c",0.14114,-0.028541,0.031626,0.0041437,0.34795,0.1403,0.046237,-0.060205,0.15634,0.12137,0.189788,0.07222185,-0.13546,"Not hit"
"Krt82",-0.13605,-0.03467,-0.1655,-0.22123,-0.012337,0.25015,0.057108,0.14619,-0.096314,0.018022,-0.0889185,0.01446,0.051533,"Not hit"
"Gpr143",2.2277e-05,0.097789,-0.11072,-0.033981,0.078181,-0.013827,0.15203,-0.15824,0.029115,-0.034637,-0.0162695,-0.023904,0.29723,"Not hit"
"Ceacam3",-0.10637,0.35798,0.090862,0.15917,-0.064972,0.078657,0.12483,-0.0016042,0.04686,0.12653,0.012945,0.1189135,-0.005177,"Not hit"
"Olfr73",-0.18861,-0.037603,-0.047794,-0.098997,0.20399,0.06913,0.043022,-0.33284,0.021538,-0.066033,0.078098,-0.0149335,0.054099,"Not hit"
"Gatad2a",-0.016247,-0.36436,-0.0058701,-0.2759,-0.10149,-0.16042,-0.29067,-0.42448,-0.057057,-0.17008,-0.05368005,-0.21816,0.12081,"Not hit"
"Rcn2",-0.38745,0.0011443,-0.089386,-0.26765,-0.17401,0.25954,0.16099,0.20938,-0.087949,-0.19507,-0.131698,-0.004055,0.023731,"Not hit"
"Rgs2",-0.26027,-0.19076,0.018359,-0.16665,0.16482,-0.058481,0.048011,-0.19382,0.15084,-0.16781,0.0915895,-0.1125655,-0.2273,"Not hit"
"Fxyd6",-0.28997,-0.12451,0.10662,-0.00012206,0.031091,-0.095724,-0.19458,0.029417,0.078298,-0.035226,0.0688555,-0.04792303,-0.092375,"Not hit"
"Olfr1111",-0.072374,-0.22637,0.17206,0.22661,0.068878,-0.13313,0.053504,-0.024295,0.097364,0.091406,0.120469,0.04674,0.14768,"Not hit"
"Mrps34",-0.414,-0.26238,-1.4561,-1.3503,-2.0926,-0.93447,-3.2522,-2.5298,-2.0235,-1.2338,-1.77435,-1.142385,-0.71227,"Not hit"
"Gcnt1",-0.033182,-0.081406,0.29742,0.25126,0.017762,0.23965,0.4022,0.097176,0.20621,0.25063,0.157591,0.245455,-0.057898,"Not hit"
"Dnajc7",-0.28975,-0.22068,-0.52003,-0.27781,-0.6884,-0.32288,-0.87606,-0.89703,-0.62762,-0.32342,-0.604215,-0.300345,-0.11832,"Not hit"
"1700001J03Rik",0.099828,0.0027151,0.23244,-0.08465,0.012609,0.29169,-0.0020699,-0.1305,0.094659,0.032085,0.1225245,0.10352,-0.038276,"Not hit"
"1700047I17Rik2",-0.28239,0.18142,0.32276,0.070274,0.044967,-0.12904,0.080651,-0.061236,0.16091,-0.016158,0.1838635,-0.029383,-0.2578,"Not hit"
"Rap1gds1",-0.14126,-0.27784,-0.69619,0.067874,-0.41585,0.0088425,-0.87831,0.085355,-0.69487,0.0084024,-0.55602,0.03835825,0.12208,"Not hit"
"Dusp27",-0.20058,0.13391,-0.20753,0.2721,-0.043151,0.17062,0.012457,-0.034398,-0.15101,0.2069,-0.1253405,0.22136,0.02336,"Not hit"
"Rsf1",-0.0052579,-0.18909,-0.13328,-0.083155,-0.20651,-0.087789,0.099118,-0.016038,-0.20688,-0.088216,-0.169895,-0.085472,-0.082434,"Not hit"
"Zfhx2",0.096259,-0.18147,0.21358,0.12967,0.065065,-0.051496,-0.38711,0.14496,0.064641,0.059394,0.1393225,0.039087,0.21159,"Not hit"
"Wnt3a",-0.1384,-0.20063,-0.16975,0.35084,-0.074051,0.040013,0.12734,0.32431,-0.10211,0.17743,-0.1219005,0.1954265,-0.0074087,"Not hit"
"Nexn",-0.064974,0.11189,-0.16008,0.1186,-0.059592,-0.02701,-0.044125,-0.16779,-0.099052,0.026024,-0.109836,0.045795,0.1212,"Not hit"
"Gm4477",0.12979,0.041125,-0.18618,0.037353,-0.12127,0.12203,-0.025321,0.30079,-0.16325,0.052347,-0.153725,0.0796915,0.037332,"Not hit"
"Tdrd5",-0.16045,0.13574,-0.18448,-0.0060237,0.26541,0.097763,-0.28597,-0.04767,0.13803,0.040108,0.040465,0.04586965,-0.047493,"Not hit"
"Bmyc",-0.16262,-0.0088418,0.077247,0.085506,-0.063478,0.24393,-0.079362,-0.12959,0.028768,0.122,0.0068845,0.164718,0.082733,"Not hit"
"Oog3",-0.14474,-0.13602,0.21167,0.24889,-0.068809,-0.11467,-0.34202,-0.14038,0.090436,0.11832,0.0714305,0.06711,0.043988,"Not hit"
"Unc13d",-0.20531,-0.050207,-0.25889,-0.21097,0.032585,-0.15721,-0.075716,-0.059559,-0.12738,-0.16164,-0.1131525,-0.18409,0.0041621,"Not hit"
"Eif3g",0.3233,-0.23116,0.093119,-0.13065,-0.46184,0.0025774,-0.22263,-0.4941,-0.1152,0.0005227,-0.1843605,-0.0640363,-0.42158,"Not hit"
"Grm8",-0.119,-0.02558,0.060365,-0.11355,0.067795,-0.094485,-0.14893,0.37974,0.067362,-0.10533,0.06408,-0.1040175,-0.31296,"Not hit"
"Tmem106c",-0.29305,0.084083,-0.067914,-0.37144,-0.079725,-0.04241,0.0081031,-0.012937,-0.067545,-0.10821,-0.0738195,-0.206925,0.15708,"Not hit"
"Cndp2",-0.043074,0.12094,-0.0064791,-0.09097,-0.044763,-0.054914,0.086882,0.14571,-0.021036,-0.068464,-0.02562105,-0.072942,0.0090629,"Not hit"
"Igf2bp2",-0.074082,-0.0017072,0.13662,0.10782,0.13273,-0.062829,-0.19974,-0.23857,0.1323,0.016967,0.134675,0.0224955,0.0074118,"Not hit"
"Mbd3l2",-0.24949,-0.0012144,0.19972,0.050147,-0.043715,-0.032142,0.040512,0.15904,0.0058023,0.043077,0.0780025,0.0090025,-0.040115,"Not hit"
"Hist2h2ac",-0.25311,-0.065179,-0.095251,0.097208,-0.24205,0.007023,-0.0084034,0.030463,-0.19995,0.081094,-0.1686505,0.0521155,0.046867,"Not hit"
"Dstyk",-0.0090872,-0.074834,0.27697,0.10864,0.20493,-0.13095,0.0030776,0.002294,0.23867,0.032295,0.24095,-0.011155,-0.24408,"Not hit"
"Cops8",-0.27122,0.0067802,-0.94184,-0.14069,-2.337,-0.88599,-1.1774,0.18431,-1.8352,-0.38675,-1.63942,-0.51334,-0.16784,"Not hit"
"Stom",-0.074163,0.017793,-0.10687,-0.043065,-0.20465,-0.14158,0.10392,0.19175,-0.16181,-0.043721,-0.15576,-0.0923225,0.19205,"Not hit"
"St3gal2",-0.17326,0.2073,0.17932,0.15561,0.024391,0.001076,0.13285,0.1634,0.067249,0.045436,0.1018555,0.078343,0.062084,"Not hit"
"Tmem196",0.02783,-0.040125,0.042656,-0.29301,0.050139,-0.10297,0.14669,-0.23615,0.044154,-0.16308,0.0463975,-0.19799,0.17486,"Not hit"
"Lmbr1l",-0.17863,-0.19348,-0.034583,-0.020112,-0.16497,-0.046179,0.024126,-0.21083,-0.037232,-0.046611,-0.0997765,-0.0331455,-0.18296,"Not hit"
"Phxr2",0.084746,-0.040416,0.042222,-0.026038,-0.22614,-0.24038,0.24705,0.14068,-0.040568,-0.047712,-0.091959,-0.133209,0.20233,"Not hit"
"1700009N14Rik",-0.022778,-0.0073695,0.0030566,-0.085606,0.39977,-0.047358,0.13616,-0.084313,0.087436,-0.061967,0.2014133,-0.066482,0.048003,"Not hit"
"4933402J07Rik",-0.0050779,-0.22437,0.064587,-0.30474,-0.046233,0.18126,-0.055724,-0.092,0.064632,-0.20995,0.009177,-0.06174,0.0082121,"Not hit"
"Impa2",-0.02843,-0.077953,-0.16267,0.22146,0.064697,-0.30834,0.016787,0.17318,-0.039483,-0.16819,-0.0489865,-0.04344,-0.046169,"Not hit"
"Srcin1",-0.22952,-0.10345,-0.035562,-0.019057,0.016118,0.064296,0.11607,-0.032322,0.015709,0.053406,-0.009722,0.0226195,-0.1339,"Not hit"
"Ube2d4",0.067708,-0.18259,0.2195,0.012692,0.16936,0.075528,-0.25763,0.34986,0.17838,0.045217,0.19443,0.04411,-0.16783,"Not hit"
"Slc18b1",0.16822,-0.21068,-0.15461,0.28708,-0.15157,0.047009,0.017482,0.13775,-0.15211,0.12894,-0.15309,0.1670445,-0.047643,"Not hit"
"Cnnm3",0.05857,0.091278,0.012594,0.032975,-0.22053,-0.089104,-0.02177,0.1736,-0.066964,-0.046176,-0.103968,-0.0280645,0.088918,"Not hit"
"Myl2",0.0034247,0.22753,-0.075328,0.28599,0.27107,-0.013518,0.012259,-0.16457,0.10711,0.15642,0.097871,0.136236,-0.22346,"Not hit"
"Vmn1r181",0.071178,0.24966,0.016315,0.19988,0.13103,-0.091625,-0.028515,0.18273,0.108,0.11804,0.0736725,0.0541275,-0.022322,"Not hit"
"Ppp4c",-0.014809,-0.035306,-0.12506,0.026799,-0.38214,0.095743,-0.37858,0.027153,-0.17368,0.084411,-0.2536,0.061271,0.16813,"Not hit"
"Olfr1212",-0.26818,0.1714,0.22427,-0.20538,-0.22395,0.051389,0.052579,0.16,-0.059071,0.026045,0.000159999999999993,-0.0769955,-0.15965,"Not hit"
"1700008P02Rik",-0.1574,0.24624,0.29378,-0.039279,0.1841,0.20247,0.31962,-0.027971,0.23442,0.11532,0.23894,0.0815955,0.17034,"Not hit"
"Vps39",-0.15515,0.36436,-0.77854,-0.11504,-0.37476,-0.05977,-0.83785,-0.19354,-0.68873,-0.084171,-0.57665,-0.087405,-0.035812,"Not hit"
"Cbln1",0.13471,0.085222,-0.063403,0.093879,0.032158,-0.11795,0.061616,-0.040222,-0.019533,-0.081277,-0.0156225,-0.0120355,0.067576,"Not hit"
"Mfsd7a",0.063755,0.11336,-0.12921,-0.0034373,0.046375,0.28787,0.37388,-0.13183,0.012618,0.089994,-0.0414175,0.14221635,-0.076112,"Not hit"
"Zfp260",0.010607,-0.20283,0.054232,0.18905,-0.041047,0.27533,0.31153,-0.12299,0.015495,0.20147,0.0065925,0.23219,-0.12785,"Not hit"
"Evl",-0.1624,0.2027,0.11485,0.1549,-0.14382,-0.17375,-0.020649,-0.18101,0.026157,-0.0055804,-0.014485,-0.00942499999999999,-0.14531,"Not hit"
"Vmn2r85",-0.14572,-0.27204,-0.093686,-0.15365,-0.069844,0.11115,-0.031951,-0.057009,-0.072723,0.03512,-0.081765,-0.02125,-0.19189,"Not hit"
"Olfr801",-0.32568,0.24201,-0.25241,0.22372,-0.2699,0.224,0.148,0.13587,-0.27016,0.22367,-0.261155,0.22386,-0.13125,"Not hit"
"Tmem151b",-0.00058466,0.044034,-0.025252,0.053853,-0.018215,0.078398,0.36826,0.3963,-0.023771,0.067273,-0.0217335,0.0661255,-0.043387,"Not hit"
"Sez6l2",-0.12602,0.10358,0.037119,-0.037209,-0.016611,-0.15483,-0.098374,0.016752,0.0057439,-0.092575,0.010254,-0.0960195,-0.048548,"Not hit"
"Slc25a24",0.14474,-0.36967,-0.03954,0.25378,0.075742,0.14794,-0.12871,0.16108,0.0028775,0.19803,0.018101,0.20086,0.25577,"Not hit"
"7420461P10Rik",-0.16468,-0.11959,0.11888,0.11623,-0.00065849,0.26163,0.078994,0.11751,0.091339,0.16205,0.059110755,0.18893,0.10092,"Not hit"
"Sp140",0.10953,-0.19671,0.12917,-0.15837,-0.035588,-0.055409,0.03778,-0.053701,-0.021408,-0.10774,0.046791,-0.1068895,-0.051411,"Not hit"
"Olfr275",0.082813,0.14689,-0.066936,-0.32786,0.01957,0.1275,0.21623,0.19068,-0.042317,-0.055173,-0.023683,-0.10018,0.068135,"Not hit"
"Sec23b",-0.33414,0.072283,0.19657,-0.33063,-0.30807,0.5137,-1.0647,-0.46177,-0.091313,0.26116,-0.05575,0.091535,-0.45132,"Not hit"
"Casp9",-0.10815,-0.020355,-0.26143,0.25058,-0.23389,0.37324,-0.23108,-0.21934,-0.23425,0.37291,-0.24766,0.31191,0.21079,"Not hit"
"Atf7",-0.22073,-0.14917,-0.050071,-0.30974,-0.25359,-0.3505,0.22523,0.11817,-0.21456,-0.31089,-0.1518305,-0.33012,-0.0431,"Not hit"
"Aifm1",-0.29725,-0.063169,-0.18746,0.080659,-0.13538,0.16717,0.091018,0.12162,-0.15442,0.16671,-0.16142,0.1239145,-0.10206,"Not hit"
"Brf1",-0.16331,-0.4732,-0.35948,-0.43201,-0.13228,-0.15916,-1.9166,-1.7082,-0.30953,-0.26487,-0.24588,-0.295585,-0.42143,"Not hit"
"Ppig",0.023208,-0.13794,-0.1052,-0.35797,-0.26886,-0.21552,-0.044423,0.076229,-0.18728,-0.27556,-0.18703,-0.286745,0.24989,"Not hit"
"H2-T3",0.10683,-0.11448,0.016401,0.076178,0.053315,-0.1744,0.099394,-0.012196,0.025408,-0.07718,0.034858,-0.049111,0.23261,"Not hit"
"Arel1",-0.19378,0.20941,-0.82548,-0.25128,0.22449,0.1451,-0.48465,-0.70043,-0.59555,-0.055874,-0.300495,-0.05309,-0.57426,"Not hit"
"Tex10",-0.43618,-0.29,0.24327,0.25488,-0.33258,0.004156,-0.62212,0.10653,0.011259,0.037077,-0.044655,0.129518,-0.96977,"Not hit"
"Sat1",-0.24768,0.22248,-0.043862,-0.00061299,0.17019,-0.063255,0.37173,0.29062,0.08014,-0.0012546,0.063164,-0.031933995,-0.16101,"Not hit"
"Basp1",-0.18917,-0.19118,-0.12957,-0.12845,-0.67601,0.051666,-0.197,0.13198,-0.2052,-0.03117,-0.40279,-0.038392,-0.25142,"Not hit"
"Vwa3b",-0.21302,-0.044212,-0.04105,-0.013171,0.1409,0.22276,0.23363,0.52355,0.023266,0.15574,0.049925,0.1047945,0.23419,"Not hit"
"Zfp609",-0.14198,0.050863,0.24608,0.054076,0.086838,0.08294,0.39996,0.16661,0.1859,0.053901,0.166459,0.068508,0.1741,"Not hit"
"Cfc1",-0.11798,0.025138,-0.068065,0.07533,0.17965,-0.36756,-0.2269,-0.16127,0.083459,-0.042638,0.0557925,-0.146115,0.12363,"Not hit"
"C1qtnf7",-0.089305,-0.23931,0.093717,-0.081445,-0.14093,-0.1297,0.24464,0.10149,0.016289,-0.081631,-0.0236065,-0.1055725,0.10526,"Not hit"
"C330027C09Rik",0.38881,-0.0069601,0.023709,-0.24524,0.39442,0.35987,-0.21378,0.030591,0.2733,-0.0051419,0.2090645,0.057315,-0.034008,"Not hit"
"Samd14",-0.022927,0.10334,0.033746,-0.0942,0.048562,0.043406,-0.18774,-0.079444,0.03523,0.018924,0.041154,-0.025397,0.065964,"Not hit"
"Lhfp",-0.29751,-0.12106,-0.015462,-0.12237,0.037088,0.083011,-0.063063,-0.11791,0.015515,-0.012522,0.010813,-0.0196795,-0.097688,"Not hit"
"Zfp36l2",-0.16092,0.020569,-0.68173,-0.17042,-0.53971,0.40431,-0.070438,0.73788,-0.57269,0.1109,-0.61072,0.116945,-0.19974,"Not hit"
"Tgtp1",-0.23927,0.036322,-0.20015,-0.02552,0.0015827,0.028235,0.20961,0.005109,-0.025412,0.014629,-0.09928365,0.0013575,0.27112,"Not hit"
"Dbp",-0.17916,-0.092718,-0.19406,0.27934,-0.014914,-0.18144,0.23221,0.037154,-0.12699,0.16025,-0.104487,0.04895,-0.4911,"Not hit"
"Fmo4",0.011455,-0.29797,-0.071032,-0.27041,-0.060216,-0.23661,0.029473,-0.22548,-0.060027,-0.27157,-0.065624,-0.25351,0.12981,"Not hit"
